order_id,order_date,customer_id,store_location,product_category,quantity,unit_price,discount,revenue,sales_channel,payment_method,customer_type
571,2024-05-29,3148,Chicago,Home,4.0,423.83,0.05,1610.55,Online,Debit Card,New
572,2024-02-25,3477,New York,Beauty,5.0,265.99,0.0,1329.95,Mobile App,Cash,Returning
573,2024-11-07,3516,Phoenix,Home,3.0,328.58,0.1,887.17,Mobile App,PayPal,Returning
574,2024-09-09,1098,chicago,Clothing,2.0,284.73,0.2,455.57,In-Store,Credit Card,New
575,2024-11-11,3623,Phoenix,Grocery,4.0,47.71,0.2,152.67,Online,Cash,Returning
576,2024-02-04,2398,New York,Electronics,3.0,269.83,0.05,769.02,In-Store,Apple Pay,New
577,2024-03-30,4265,Miami,Beauty,2.0,365.14,0.15,620.74,Online,Debit Card,Returning
578,2024-03-20,2695,Chicago,Beauty,4.0,290.49,0.0,1161.96,Mobile App,Credit Card,Returning
579,2024-10-16,4752,Phoenix,Grocery,,273.82,0.0,821.46,In-Store,Credit Card,New
580,2024-05-23,2595,Phoenix,Clothing,1.0,371.55,0.0,371.55,Online,Apple Pay,New
581,2024-06-06,2522,New York,Beauty,3.0,444.13,0.05,1265.77,In-Store,Cash,New
582,2024-09-25,2817,New York,Clothing,3.0,439.57,0.05,1252.77,Mobile App,Credit Card,Returning
583,2024-09-13,2340,Miami,Sports,2.0,21.96,0.05,41.72,Online,Credit Card,New
584,2024-04-15,4818,phoenix,Electronics,1.0,495.27,0.1,445.74,Online,Apple Pay,New
585,2024-06-19,3365,Miami,Grocery,4.0,438.6,0.2,1403.52,In-Store,Debit Card,Returning
586,2024-04-12,1611,Houston,Grocery,2.0,198.14,0.1,356.65,Online,Cash,New
587,2024-01-08,2110,Phoenix,Home,5.0,44.31,0.15,188.32,Online,Cash,New
588,2024-03-28,1118,phoenix,Beauty,1.0,35.82,0.0,35.82,In-Store,Credit Card,New
589,2024-07-15,3578,Miami,Sports,1.0,206.95,0.2,165.56,Mobile App,PayPal,Returning
590,2024-06-08,4779,miami,Sports,3.0,245.09,0.15,624.98,In-Store,Apple Pay,New
591,2024-02-17,2927,Miami,Grocery,4.0,492.2,0.05,1870.36,Online,Debit Card,New
592,2024-11-11,4525,Miami,Grocery,3.0,54.93,0.15,140.07,In-Store,PayPal,Returning
593,2024-01-16,2427,Houston,Clothing,1.0,371.42,0.0,371.42,Mobile App,Apple Pay,New
594,2024-09-17,1290,New York,Home,1.0,64.13,0.05,60.92,In-Store,Apple Pay,Returning
595,2024-07-24,2572,Phoenix,Clothing,5.0,155.19,0.2,620.76,Online,Cash,New
596,2024-12-21,1967,Phoenix,Home,5.0,30.63,0.0,153.15,Online,Credit Card,Returning
597,2024-02-28,4915,New York,Beauty,5.0,456.07,0.0,2280.35,In-Store,Credit Card,New
598,2024-12-16,1370,Houston,Grocery,5.0,63.64,0.0,318.2,Online,Debit Card,New
599,2024-03-16,1842,Phoenix,Sports,2.0,343.03,0.15,583.15,Mobile App,Cash,Returning
600,2024-10-18,3386,Miami,Home,3.0,478.64,0.2,1148.74,Online,Apple Pay,Returning
601,2024-03-06,4361,New York,Electronics,3.0,395.31,0.1,1067.34,In-Store,Credit Card,Returning
602,2024-01-16,2663,Miami,Home,2.0,298.39,0.1,537.1,In-Store,PayPal,New
603,2024-12-05,1631,Houston,Home,2.0,452.82,0.05,860.36,In-Store,Debit Card,New
604,2024-01-06,1556,Houston,Grocery,1.0,91.85,0.15,78.07,Online,Debit Card,Returning
605,2024-08-21,4359,Houston,Sports,5.0,41.84,0.15,177.82,In-Store,PayPal,Returning
606,2024-04-25,3055,Houston,Grocery,,420.53,0.2,672.85,In-Store,PayPal,Returning
607,2024-01-18,3828,New York,Sports,1.0,417.01,0.05,396.16,Online,Debit Card,Returning
608,2024-08-26,4037,New York,Clothing,5.0,33.0,0.0,165.0,Mobile App,Credit Card,Returning
609,2024-11-09,4711,New York,Beauty,1.0,118.04,0.0,118.04,In-Store,Apple Pay,Returning
610,2024-08-03,4780,chicago,Clothing,3.0,479.06,0.2,1149.74,Mobile App,Cash,Returning
611,2024-02-01,3557,Miami,Home,4.0,38.34,0.0,153.36,Online,Cash,Returning
612,2024-02-12,2150,Chicago,Home,2.0,263.95,0.15,448.72,In-Store,Cash,New
613,2024-02-27,4308,Los Angeles,Grocery,5.0,497.5,0.2,1990.0,Online,Cash,New
614,2024-09-05,3439,Chicago,Electronics,2.0,137.51,0.1,247.52,Online,PayPal,Returning
615,2024-07-15,4448,Los Angeles,Clothing,2.0,381.54,0.0,763.08,In-Store,Credit Card,Returning
616,2024-02-29,4081,Chicago,Beauty,1.0,85.41,0.1,76.87,Mobile App,Debit Card,Returning
617,2024-12-15,4265,Houston,Electronics,4.0,119.98,0.2,383.94,In-Store,PayPal,Returning
618,2024-09-28,3670,Chicago,Beauty,1.0,273.12,0.0,273.12,In-Store,Cash,Returning
619,2024-05-16,4007,Houston,Grocery,1.0,448.51,0.2,358.81,Mobile App,Apple Pay,New
620,2024-09-23,1034,chicago,Sports,3.0,54.83,0.0,164.49,Online,Credit Card,Returning
621,2024-02-20,1790,Los Angeles,Grocery,5.0,201.67,0.1,907.52,Online,Credit Card,New
622,2024-01-30,4923,Phoenix,Grocery,5.0,73.46,0.0,367.3,Online,Credit Card,New
623,2024-07-11,2206,New York,Grocery,5.0,31.74,0.05,150.76,In-Store,Credit Card,Returning
624,2024-05-21,1303,Chicago,Home,4.0,432.44,0.0,1729.76,In-Store,Credit Card,Returning
625,2024-07-17,3014,Chicago,Clothing,3.0,171.24,0.0,513.72,Online,Apple Pay,Returning
626,2024-04-01,1435,Houston,Clothing,4.0,279.92,0.1,1007.71,In-Store,Cash,New
627,2024-01-18,1609,Houston,Electronics,1.0,147.88,0.15,125.7,Mobile App,Credit Card,New
628,2024-12-06,3898,houston,Sports,4.0,192.62,0.1,693.43,In-Store,PayPal,Returning
629,2024-07-25,3192,Miami,Beauty,,364.48,0.05,346.26,In-Store,Cash,Returning
630,2024-07-24,4935,New York,Home,1.0,270.98,0.2,216.78,In-Store,Credit Card,Returning
631,2024-05-28,3850,Houston,Grocery,2.0,117.89,0.2,188.62,In-Store,Credit Card,Returning
632,2024-09-06,1103,los angeles,Clothing,1.0,448.3,0.2,358.64,Mobile App,Apple Pay,New
633,2024-09-07,4417,Chicago,Beauty,4.0,427.09,0.2,1366.69,In-Store,Credit Card,New
634,2024-06-22,3678,Houston,Electronics,1.0,245.49,0.2,196.39,Mobile App,Apple Pay,Returning
635,2024-12-13,3002,New York,Electronics,5.0,454.19,0.1,2043.85,Mobile App,Credit Card,Returning
636,2024-11-12,4705,New York,Clothing,1.0,180.43,0.05,171.41,In-Store,Credit Card,Returning
637,2024-11-08,4273,New York,Electronics,2.0,276.45,0.2,442.32,Mobile App,Debit Card,New
638,2024-04-13,1494,Miami,Grocery,4.0,140.84,0.1,507.02,Mobile App,Apple Pay,New
639,2024-06-13,1578,Chicago,Electronics,2.0,435.4,0.15,740.18,In-Store,Debit Card,Returning
640,2024-10-10,4470,new york,Clothing,2.0,426.79,0.1,768.22,Mobile App,Apple Pay,Returning
641,2024-03-21,3894,New York,Clothing,1.0,88.6,0.2,70.88,Mobile App,Apple Pay,Returning
642,2024-08-01,2687,Miami,Home,4.0,420.14,0.0,1680.56,Online,Debit Card,New
643,2024-11-01,2233,New York,Grocery,2.0,465.74,0.15,791.76,In-Store,PayPal,New
644,2024-10-12,4117,New York,Sports,2.0,313.12,0.15,532.3,Mobile App,Apple Pay,New
645,2024-08-25,4733,Los Angeles,Grocery,2.0,87.72,0.1,157.9,In-Store,PayPal,New
646,2024-03-22,3526,Los Angeles,Beauty,1.0,481.04,0.0,481.04,In-Store,Credit Card,New
647,2024-01-27,4666,Houston,Sports,5.0,24.33,0.05,115.57,Online,PayPal,Returning
648,2024-08-02,1401,Los Angeles,Electronics,2.0,73.15,0.1,131.67,Online,PayPal,New
649,2024-07-11,4800,New York,Beauty,2.0,122.03,0.05,231.86,Mobile App,PayPal,New
650,2024-07-17,1828,Miami,Home,3.0,410.8,0.2,985.92,In-Store,Debit Card,New
651,2024-12-20,4114,Houston,Beauty,5.0,258.66,0.05,1228.64,In-Store,Debit Card,Returning
652,2024-11-05,3264,Phoenix,Clothing,2.0,150.65,0.1,271.17,Online,Credit Card,Returning
653,2024-09-24,3990,Houston,Beauty,4.0,490.78,0.0,1963.12,In-Store,Debit Card,New
654,2024-06-16,4679,Phoenix,Clothing,4.0,66.76,0.05,253.69,Online,PayPal,New
655,2024-01-21,4316,Houston,Sports,4.0,320.66,0.2,1026.11,Mobile App,Credit Card,Returning
656,2024-09-10,1892,Miami,Grocery,2.0,392.12,0.1,705.82,Online,Cash,Returning
657,2024-05-02,3336,Los Angeles,Grocery,1.0,382.9,0.05,,Mobile App,Apple Pay,New
658,2024-08-20,2517,Houston,Clothing,4.0,221.8,0.05,842.84,Mobile App,PayPal,New
659,2024-11-17,4083,Phoenix,Electronics,1.0,177.52,0.15,150.89,In-Store,Apple Pay,New
660,2024-12-16,3763,New York,Sports,1.0,97.95,0.2,78.36,In-Store,Credit Card,New
661,2024-07-15,3887,Chicago,Clothing,3.0,60.23,0.15,153.59,Online,Apple Pay,New
662,2024-03-11,3376,Houston,Grocery,3.0,95.14,0.15,242.61,Mobile App,Debit Card,New
663,2024-06-13,2527,houston,Home,3.0,43.24,0.1,116.75,In-Store,PayPal,Returning
664,2024-09-13,4684,Phoenix,Grocery,5.0,91.53,0.15,389.0,In-Store,PayPal,Returning
665,2024-12-10,1732,New York,Electronics,1.0,43.0,0.05,40.85,In-Store,Credit Card,New
666,2024-03-25,3569,Los Angeles,Clothing,3.0,242.05,0.05,689.84,Online,Cash,Returning
667,2024-12-15,1087,Houston,Beauty,5.0,46.6,0.05,221.35,In-Store,Debit Card,New
668,2024-01-12,3685,Chicago,Beauty,2.0,437.05,0.2,699.28,Mobile App,Cash,Returning
669,2024-10-30,4233,Chicago,Sports,5.0,228.52,0.1,1028.34,In-Store,Debit Card,Returning
670,2024-04-26,2867,New York,Clothing,4.0,73.74,0.2,235.97,Online,Apple Pay,New
671,2024-12-30,4254,Miami,Grocery,5.0,197.97,0.2,791.88,Online,Debit Card,New
672,2024-02-29,1840,Houston,Home,1.0,20.84,0.1,18.76,Mobile App,Credit Card,Returning
673,2024-06-25,4770,Los Angeles,Sports,2.0,133.73,0.05,254.09,Online,PayPal,Returning
674,2024-03-15,2356,Miami,Sports,4.0,87.88,0.05,333.94,Mobile App,Cash,Returning
675,2024-05-28,1460,Miami,Beauty,5.0,498.59,0.0,2492.95,Mobile App,PayPal,New
676,2024-03-12,1378,Phoenix,Clothing,5.0,60.07,0.0,300.35,In-Store,Credit Card,New
677,2024-10-25,3205,chicago,Clothing,5.0,90.18,0.2,360.72,In-Store,Credit Card,Returning
678,2024-04-09,1605,New York,Grocery,4.0,349.9,0.15,1189.66,Mobile App,PayPal,Returning
679,2024-07-16,1358,Chicago,Beauty,3.0,421.57,0.15,,Online,PayPal,Returning
680,2024-08-14,1571,Houston,Grocery,3.0,330.71,0.1,892.92,Mobile App,Apple Pay,New
681,2024-03-14,4932,phoenix,Home,2.0,435.35,0.15,740.1,Mobile App,PayPal,New
682,2024-01-04,3326,Los Angeles,Sports,4.0,25.34,0.2,81.09,Online,Debit Card,New
683,2024-07-14,3290,Chicago,Sports,3.0,472.37,0.2,1133.69,Mobile App,PayPal,New
684,2024-01-14,3678,Miami,Grocery,1.0,322.88,0.1,290.59,Mobile App,Cash,Returning
685,2024-04-01,3019,New York,Electronics,4.0,144.37,0.1,519.73,Online,Apple Pay,Returning
686,2024-10-24,3843,Miami,Grocery,4.0,162.86,0.05,618.87,Online,Cash,New
687,2024-05-12,1668,Houston,Grocery,2.0,448.11,0.05,851.41,Online,Cash,Returning
688,2024-08-02,4139,Miami,Electronics,3.0,114.42,0.0,343.26,Mobile App,Debit Card,New
689,2024-11-02,3858,Miami,Home,2.0,329.32,0.15,559.84,Mobile App,Cash,New
690,2024-09-30,4189,Los Angeles,Sports,5.0,285.75,0.15,1214.44,In-Store,PayPal,Returning
691,2024-03-24,4405,Los Angeles,Sports,1.0,241.87,0.15,205.59,Mobile App,Apple Pay,New
692,2024-08-01,2276,Los Angeles,Electronics,4.0,100.91,0.0,403.64,Mobile App,Cash,New
693,2024-08-14,4049,Los Angeles,Grocery,5.0,54.67,0.1,246.02,Online,Debit Card,New
694,2024-12-21,2740,Los Angeles,Clothing,2.0,423.94,0.15,720.7,Mobile App,Credit Card,New
695,2024-01-10,3103,New York,Electronics,4.0,18.75,0.2,60.0,Mobile App,Credit Card,Returning
696,2024-03-01,4768,New York,Electronics,3.0,74.31,0.2,178.34,Mobile App,Debit Card,New
697,2024-04-04,2424,Miami,Home,3.0,456.8,0.05,,In-Store,Debit Card,New
698,2024-09-15,1784,New York,Sports,5.0,312.16,0.0,1560.8,In-Store,Debit Card,New
699,2024-02-20,1758,Houston,Home,2.0,10.6,0.0,21.2,In-Store,Credit Card,New
700,2024-06-30,2287,Houston,Electronics,4.0,307.58,0.15,1045.77,Online,PayPal,New
701,2024-09-23,1336,Chicago,Sports,2.0,220.85,0.0,441.7,In-Store,PayPal,New
702,2024-07-16,2668,Miami,Beauty,3.0,88.8,0.2,213.12,In-Store,PayPal,New
703,2024-02-05,1430,New York,Grocery,4.0,141.81,0.1,510.52,In-Store,PayPal,New
704,2024-03-02,1691,New York,Grocery,2.0,492.33,0.0,984.66,Online,Cash,New
705,2024-06-22,3970,New York,Clothing,2.0,15.69,0.05,29.81,In-Store,Cash,Returning
706,2024-11-25,1603,Houston,Beauty,4.0,343.42,0.05,1305.0,In-Store,Credit Card,New
707,2024-05-08,1216,los angeles,Electronics,4.0,245.17,0.1,882.61,Online,PayPal,New
708,2024-04-01,4113,Chicago,Sports,4.0,350.54,0.0,1402.16,Online,Apple Pay,Returning
709,2024-08-26,4315,Phoenix,Home,2.0,476.8,0.0,953.6,Mobile App,Apple Pay,New
710,2024-01-17,2812,Houston,Home,4.0,29.41,0.1,105.88,In-Store,Credit Card,New
711,2024-03-31,1550,Miami,Clothing,5.0,61.42,0.0,307.1,In-Store,PayPal,Returning
712,2024-02-26,2949,Miami,Sports,5.0,60.37,0.15,256.57,Mobile App,Debit Card,New
713,2024-07-19,2165,Phoenix,Grocery,3.0,354.21,0.05,1009.5,In-Store,Credit Card,New
714,2024-10-29,4650,miami,Sports,1.0,390.14,0.05,370.63,Mobile App,Cash,Returning
715,2024-02-19,2014,Chicago,Electronics,4.0,169.97,0.05,645.89,Online,Cash,New
716,2024-12-18,1153,Los Angeles,Electronics,1.0,271.78,0.0,271.78,In-Store,PayPal,Returning
717,2024-05-16,2320,Chicago,Beauty,1.0,181.81,0.0,181.81,Mobile App,Credit Card,Returning
718,2024-02-21,2226,Miami,Home,2.0,414.01,0.05,786.62,In-Store,PayPal,New
719,2024-09-11,3349,chicago,Home,1.0,204.49,0.05,194.27,In-Store,Debit Card,New
720,2024-10-23,1859,Phoenix,Sports,1.0,488.96,0.05,464.51,In-Store,Credit Card,Returning
721,2024-09-15,3559,Los Angeles,Beauty,3.0,347.84,0.05,991.34,Mobile App,PayPal,New
722,2024-01-10,4040,Los Angeles,Grocery,5.0,412.51,0.05,1959.42,In-Store,Cash,Returning
723,2024-10-16,3807,Los Angeles,Clothing,1.0,92.07,0.0,92.07,In-Store,PayPal,Returning
724,2024-06-12,2050,Chicago,Home,1.0,476.26,0.2,381.01,Mobile App,Apple Pay,New
725,2024-07-26,3293,Los Angeles,Home,2.0,356.17,0.0,712.34,In-Store,PayPal,New
726,2024-04-13,3639,Chicago,Grocery,2.0,468.74,0.0,937.48,Online,PayPal,New
727,2024-01-29,3751,New York,Beauty,1.0,357.44,0.05,339.57,Mobile App,Credit Card,Returning
728,2024-03-12,3377,New York,Sports,2.0,316.4,0.15,537.88,Mobile App,Cash,Returning
729,2024-02-16,4019,Chicago,Home,2.0,176.33,0.1,317.39,In-Store,Debit Card,Returning
730,2024-04-21,4534,Chicago,Beauty,2.0,247.36,0.1,445.25,Mobile App,Credit Card,Returning
731,2024-09-30,2009,Phoenix,Beauty,3.0,448.46,0.15,1143.57,In-Store,Debit Card,Returning
732,2024-08-31,3712,Phoenix,Electronics,3.0,302.76,0.05,862.87,Online,Debit Card,Returning
733,2024-10-09,4551,Chicago,Grocery,4.0,245.64,0.0,982.56,Online,PayPal,Returning
734,2024-01-05,4099,Chicago,Electronics,4.0,90.36,0.1,325.3,Online,Cash,New
735,2024-03-23,2122,Miami,Beauty,4.0,365.17,0.15,1241.58,Online,PayPal,Returning
736,2024-07-30,3073,New York,Clothing,3.0,131.08,0.2,314.59,Online,Cash,Returning
737,2024-11-04,1752,New York,Electronics,5.0,244.85,0.1,1101.82,Mobile App,PayPal,New
738,2024-01-02,2022,Phoenix,Electronics,4.0,117.41,0.15,399.19,Mobile App,Debit Card,Returning
739,2024-06-12,4386,Chicago,Clothing,4.0,374.7,0.2,1199.04,In-Store,Cash,New
740,2024-02-13,4883,Houston,Sports,4.0,396.95,0.1,1429.02,Online,Apple Pay,New
741,2024-02-15,2756,Los Angeles,Electronics,4.0,89.22,0.05,339.04,Mobile App,Cash,New
742,2024-02-15,4167,New York,Grocery,3.0,330.1,0.2,792.24,In-Store,PayPal,New
743,2024-04-24,2564,Chicago,Home,2.0,498.2,0.0,996.4,Online,PayPal,New
744,2024-11-03,2673,Miami,Clothing,2.0,251.71,0.15,427.91,Online,Credit Card,Returning
745,2024-05-14,2876,Chicago,Sports,2.0,107.78,0.1,194.0,Online,Credit Card,Returning
746,2024-03-09,2733,Los Angeles,Grocery,3.0,118.07,0.0,354.21,Mobile App,Apple Pay,Returning
747,2024-02-07,3483,Los Angeles,Beauty,1.0,421.82,0.0,421.82,Mobile App,Apple Pay,New
748,2024-01-03,4965,Houston,Grocery,3.0,435.45,0.05,1241.03,Mobile App,Credit Card,New
749,2024-05-13,3909,houston,Clothing,2.0,373.93,0.15,635.68,Mobile App,PayPal,New
750,2024-05-13,4793,Houston,Home,1.0,318.09,0.15,270.38,In-Store,Cash,Returning
751,2024-11-09,3012,Los Angeles,Home,3.0,191.81,0.15,489.12,Online,Apple Pay,Returning
752,2024-01-28,3891,New York,Beauty,2.0,257.37,0.05,489.0,In-Store,PayPal,New
753,2024-09-10,1460,Phoenix,Beauty,1.0,434.85,0.0,434.85,Mobile App,Debit Card,New
754,2024-06-27,2117,Los Angeles,Grocery,1.0,224.92,0.2,179.94,Mobile App,Apple Pay,New
755,2024-10-25,3040,Houston,Electronics,1.0,203.8,0.15,173.23,Mobile App,Credit Card,Returning
756,2024-01-14,4896,Houston,Home,3.0,437.98,0.05,1248.24,Online,Cash,New
757,2024-01-15,2103,Houston,Beauty,1.0,398.55,0.05,378.62,Mobile App,Credit Card,Returning
758,2024-01-23,4264,Miami,Grocery,5.0,496.15,0.05,2356.71,Mobile App,Debit Card,New
759,2024-01-25,2562,New York,Sports,3.0,457.06,0.15,1165.5,Online,PayPal,Returning
760,2024-04-01,1667,New York,Electronics,2.0,198.09,0.05,376.37,In-Store,PayPal,Returning
761,2024-11-27,2270,Houston,Grocery,2.0,319.46,0.0,638.92,Mobile App,Apple Pay,New
762,2024-07-02,2951,Houston,Beauty,1.0,74.47,0.15,63.3,In-Store,Apple Pay,Returning
763,2024-02-16,1165,Houston,Grocery,4.0,455.43,0.05,1730.63,Mobile App,Cash,Returning
764,2024-12-12,3149,Houston,Sports,2.0,126.4,0.05,240.16,Online,Cash,Returning
765,2024-08-11,2230,Los Angeles,Clothing,1.0,98.68,0.2,78.94,Online,Apple Pay,Returning
766,2024-05-31,2740,New York,Sports,5.0,43.88,0.0,219.4,In-Store,Credit Card,Returning
767,2024-12-04,1066,Phoenix,Electronics,5.0,131.14,0.15,557.34,Online,PayPal,New
768,2024-04-03,3965,Miami,Home,4.0,208.46,0.0,833.84,In-Store,PayPal,Returning
769,2024-06-23,1435,Phoenix,Home,2.0,334.68,0.0,669.36,In-Store,Apple Pay,New
770,2024-01-03,4558,Houston,Beauty,4.0,201.63,0.0,806.52,Mobile App,Apple Pay,Returning
771,2024-06-04,3765,Miami,Grocery,5.0,205.53,0.1,924.89,In-Store,Cash,New
772,2024-03-05,4518,New York,Grocery,2.0,331.8,0.0,,Online,Debit Card,Returning
773,2024-11-28,2232,Miami,Sports,2.0,389.0,0.15,661.3,In-Store,Debit Card,Returning
774,2024-08-04,2986,Miami,Grocery,1.0,485.21,0.1,436.69,In-Store,Credit Card,Returning
775,2024-10-26,1420,Houston,Electronics,2.0,443.02,0.05,841.74,Mobile App,PayPal,Returning
776,2024-09-10,2991,Chicago,Electronics,5.0,229.9,0.15,977.08,Mobile App,Apple Pay,Returning
777,2024-04-28,4657,chicago,Sports,1.0,416.15,0.0,416.15,Mobile App,PayPal,Returning
778,2024-02-29,1660,Houston,Grocery,4.0,230.22,0.1,828.79,In-Store,Debit Card,Returning
779,2024-06-25,4495,Miami,Home,4.0,474.81,0.0,1899.24,Mobile App,PayPal,New
780,2024-05-30,4260,Miami,Grocery,4.0,91.85,0.15,312.29,In-Store,Debit Card,New
781,2024-05-24,1413,Los Angeles,Clothing,1.0,195.89,0.1,176.3,In-Store,PayPal,Returning
782,2024-04-30,1649,Chicago,Home,2.0,370.84,0.2,593.34,Online,Apple Pay,New
783,2024-02-02,2056,New York,Sports,3.0,271.42,0.0,814.26,In-Store,Cash,New
784,2024-10-12,3893,Phoenix,Sports,3.0,423.64,0.15,1080.28,Online,PayPal,Returning
785,2024-02-26,1431,new york,Sports,1.0,228.72,0.15,194.41,Online,Credit Card,New
786,2024-07-04,1406,Phoenix,Beauty,2.0,274.55,0.15,466.74,Online,Cash,Returning
787,2024-03-11,4314,Houston,Electronics,1.0,142.18,0.05,135.07,In-Store,Cash,Returning
788,2024-09-15,2005,Houston,Home,2.0,70.26,0.2,112.42,Online,Apple Pay,Returning
789,2024-04-26,3114,Houston,Beauty,2.0,468.94,0.2,750.3,Mobile App,Cash,New
790,2024-08-14,2289,phoenix,Electronics,2.0,323.6,0.1,582.48,In-Store,Debit Card,Returning
791,2024-02-01,1236,Miami,Clothing,4.0,231.58,0.2,741.06,Mobile App,Apple Pay,Returning
792,2024-08-02,4724,Chicago,Grocery,4.0,53.39,0.0,213.56,In-Store,Credit Card,Returning
793,2024-09-27,3229,Houston,Grocery,5.0,258.55,0.15,1098.84,Mobile App,Apple Pay,Returning
794,2024-12-23,1345,Houston,Clothing,3.0,82.69,0.2,198.46,Online,Apple Pay,Returning
795,2024-07-18,2278,Los Angeles,Electronics,2.0,245.15,0.1,441.27,Mobile App,Cash,New
796,2024-01-12,2244,Chicago,Clothing,1.0,12.42,0.05,11.8,Mobile App,PayPal,New
797,2024-01-31,4855,New York,Electronics,3.0,168.33,0.2,403.99,Online,PayPal,Returning
798,2024-10-20,4663,Miami,Sports,1.0,435.28,0.1,391.75,Mobile App,Apple Pay,New
799,2024-06-28,3925,Miami,Sports,3.0,249.53,0.15,636.3,In-Store,Apple Pay,New
800,2024-02-23,3914,chicago,Beauty,3.0,270.8,0.2,649.92,In-Store,PayPal,New
801,2024-02-17,3772,los angeles,Beauty,1.0,80.34,0.05,76.32,Mobile App,PayPal,Returning
802,2024-05-15,3005,Houston,Grocery,5.0,108.91,0.05,517.32,Mobile App,PayPal,New
803,2024-03-14,3167,Los Angeles,Grocery,5.0,102.29,0.2,409.16,Online,Debit Card,Returning
804,2024-08-30,2673,Chicago,Electronics,1.0,227.44,0.2,181.95,Online,Credit Card,Returning
805,2024-10-19,2242,Chicago,Home,3.0,482.04,0.05,1373.81,In-Store,PayPal,New
806,2024-03-14,4355,Chicago,Home,2.0,334.2,0.05,634.98,Mobile App,PayPal,New
807,2024-03-03,3317,Houston,Beauty,5.0,193.41,0.05,918.7,In-Store,Cash,Returning
808,2024-08-31,3732,Miami,Beauty,5.0,129.63,0.05,615.74,In-Store,Debit Card,Returning
809,2024-02-15,1187,Los Angeles,Beauty,5.0,435.76,0.0,2178.8,Mobile App,PayPal,Returning
810,2024-11-26,3897,Phoenix,Grocery,1.0,24.89,0.0,24.89,In-Store,Apple Pay,New
811,2024-11-25,4921,Phoenix,Sports,5.0,347.87,0.0,1739.35,Mobile App,Apple Pay,New
812,2024-08-31,2126,Phoenix,Clothing,5.0,304.3,0.2,1217.2,Online,Debit Card,Returning
813,2024-02-13,1095,New York,Beauty,5.0,336.82,0.0,1684.1,In-Store,PayPal,New
814,2024-07-31,1406,Chicago,Electronics,1.0,62.23,0.15,52.9,Mobile App,Debit Card,Returning
815,2024-03-14,1241,Chicago,Beauty,2.0,88.05,0.0,176.1,Mobile App,Cash,New
816,2024-01-14,2056,Los Angeles,Beauty,1.0,434.55,0.0,434.55,In-Store,Credit Card,New
817,2024-04-13,2577,Houston,Sports,2.0,436.67,0.0,873.34,Online,Cash,New
818,2024-06-11,4742,New York,Beauty,4.0,54.34,0.0,217.36,Online,Cash,New
819,2024-05-06,4466,Phoenix,Beauty,5.0,63.46,0.05,301.44,Mobile App,Apple Pay,New
820,2024-03-13,4937,Los Angeles,Sports,3.0,208.03,0.15,530.48,Mobile App,PayPal,New
821,2024-01-01,4823,miami,Clothing,4.0,337.12,0.05,1281.06,In-Store,Cash,Returning
822,2024-12-14,2152,Los Angeles,Sports,4.0,383.52,0.0,1534.08,Online,Debit Card,New
823,2024-06-02,2144,Los Angeles,Grocery,1.0,165.43,0.2,132.34,In-Store,Debit Card,Returning
824,2024-12-15,3712,Miami,Beauty,3.0,410.74,0.0,1232.22,In-Store,Cash,New
825,2024-08-23,3493,Los Angeles,Grocery,5.0,170.91,0.0,854.55,In-Store,Credit Card,New
826,2024-12-10,3204,Miami,Beauty,2.0,189.57,0.2,303.31,Online,Credit Card,New
827,2024-12-09,1725,Houston,Sports,4.0,196.41,0.2,628.51,Mobile App,Credit Card,New
828,2024-08-24,2151,los angeles,Grocery,3.0,229.86,0.0,689.58,Mobile App,Cash,New
829,2024-02-16,4962,Los Angeles,Clothing,5.0,277.39,0.1,1248.25,In-Store,Credit Card,Returning
830,2024-09-09,2136,Miami,Beauty,5.0,121.36,0.05,576.46,Mobile App,Apple Pay,Returning
831,2024-03-28,1718,Miami,Grocery,5.0,297.66,0.05,1413.89,Online,Apple Pay,New
832,2024-02-03,2123,Los Angeles,Sports,2.0,382.08,0.0,764.16,Online,Credit Card,Returning
833,2024-12-14,3662,Houston,Grocery,,196.1,0.05,931.47,Online,Cash,Returning
834,2024-07-27,1178,Houston,Home,3.0,476.22,0.05,1357.23,Mobile App,Debit Card,New
835,2024-05-22,4604,Houston,Clothing,4.0,244.8,0.2,783.36,Mobile App,Credit Card,New
836,2024-12-19,1257,Los Angeles,Clothing,4.0,408.75,0.0,1635.0,Mobile App,Credit Card,New
837,2024-09-02,2012,Miami,Home,4.0,196.3,0.05,745.94,Online,PayPal,New
838,2024-06-23,3537,Los Angeles,Electronics,1.0,268.05,0.15,227.84,In-Store,Credit Card,Returning
839,2024-10-23,4472,New York,Beauty,1.0,243.58,0.1,219.22,Mobile App,Credit Card,New
840,2024-02-01,1228,Houston,Electronics,4.0,384.79,0.05,1462.2,Mobile App,Credit Card,Returning
841,2024-07-14,3555,Los Angeles,Sports,4.0,360.59,0.1,1298.12,Online,PayPal,Returning
842,2024-08-25,4206,Chicago,Grocery,4.0,18.93,0.1,68.15,Online,PayPal,Returning
843,2024-10-27,4443,Miami,Electronics,,13.71,0.2,21.94,Online,Apple Pay,New
844,2024-11-22,1995,Miami,Sports,5.0,450.03,0.0,2250.15,Online,Credit Card,New
845,2024-03-06,4625,Miami,Home,3.0,330.8,0.1,893.16,Mobile App,Debit Card,New
846,2024-08-28,3778,New York,Sports,3.0,39.53,0.2,94.87,Online,Credit Card,New
